statement_id,model,request_id,unit_id,doc_id,page,stratum,block_id,quote,quote_en,code1,odr,privacy_direction,privacy_relation,strength,source_mode,assignment_status,best_score,match_method,matched_field,gold_id,paragraph_id,gold_truth,reference_code,exact_code_match
claude:CAL-003-U01:S007,claude,CAL-R0001,CAL-003-U01,RU_Russia_digital_ruble_30062025,23,probability,CAL-003-P0023-B01,"Банком России была реализована концепция специализированного 
программного модуля, встраиваемого в мобильные приложения участников платформы, 
обеспечивающего криптографическую защиту информации. Использование программного модуля 
также обеспечивает надежное подтверждение личности владельца счета цифрового рубля.","The Bank of Russia implemented a concept of a specialized software module embedded in the mobile applications of platform participants, providing cryptographic information protection. The use of the software module also ensures reliable confirmation of the identity of the digital ruble account owner.",KYC.IDV,decision,neutral,not_applicable,2,text,unassigned,0.0,none,,,,,,False
claude:CAL-003-U01:S008,claude,CAL-R0001,CAL-003-U01,RU_Russia_digital_ruble_30062025,23,probability,CAL-003-P0023-B01,"В соответствии с требованиями Банка России ведущие специалисты по СКЗИ разных компаний 
разработали три программных модуля, содержащих сертифицированные СКЗИ, готовые 
к встраиванию в мобильные приложения участников платформы.","In accordance with the requirements of the Bank of Russia, leading SKZI specialists from various companies developed three software modules containing certified SKZI, ready for embedding into the mobile applications of platform participants.",OPS.resilience,decision,neutral,not_applicable,1,text,unassigned,0.0,none,,,,,,False
claude:CAL-005-U01:S001,claude,CAL-R0001,CAL-005-U01,HK_HKMA_eHKD_Phase2_2025,27,probability,CAL-005-P0027-B01,"Phase 2 pilots tested two distinct approaches 
for representing balances in offline payment 
systems: the account-based model and the 
unspent transaction output (UTXO) model 
(see Box B).",,TECH.TOKEN.considered,finding,neutral,not_applicable,2,text,assigned,0.953642,fuzzy_character,quote,G005,P06,positive,,False
claude:CAL-005-U01:S002,claude,CAL-R0001,CAL-005-U01,HK_HKMA_eHKD_Phase2_2025,27,probability,CAL-005-P0027-B01,"The pilots showed that the account-based model 
requires recording only essential transaction 
details, including the payer, payee, transaction 
amount, transaction identifier and digital 
signature. This streamlined approach results 
in lower data storage demands, making it well-
suited for devices with limited memory capacity.",,TECH.TOKEN.considered,finding,neutral,not_applicable,3,text,unassigned,0.715328,fuzzy_character,quote,,,,,False
claude:CAL-005-U01:S003,claude,CAL-R0001,CAL-005-U01,HK_HKMA_eHKD_Phase2_2025,27,probability,CAL-005-P0027-B01,"In contrast, the UTXO model entails higher 
data storage requirements due to its need to 
record the entire transaction history to ensure 
traceability and validate unspent outputs.",,TECH.TOKEN.considered,finding,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G005,P08,positive,,False
claude:CAL-005-U01:S004,claude,CAL-R0001,CAL-005-U01,HK_HKMA_eHKD_Phase2_2025,27,probability,CAL-005-P0027-B01,"The account-based model will therefore be more 
suitable for implementing an offline e-HKD, 
were one to be introduced.",,TECH.TOKEN.decided_no,finding,neutral,not_applicable,3,text,assigned,1.0,normalized_contains,quote,G005,P09,positive,,False
claude:CAL-005-U01:S005,claude,CAL-R0001,CAL-005-U01,HK_HKMA_eHKD_Phase2_2025,27,probability,CAL-005-P0027-B01,"the survey found that most retail users expect it 
to be free of charge for both online and offline 
transactions, given the numerous convenient 
payment options available in Hong Kong.",,ADOPT.experience,finding,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G005,P02,positive,ADOPT.experience,True
claude:CAL-005-U01:S006,claude,CAL-R0001,CAL-005-U01,HK_HKMA_eHKD_Phase2_2025,27,probability,CAL-005-P0027-B01,"The survey found that 68% of merchants would 
expect a fee structure that aligns with their 
current merchant fee.",,ADOPT.experience,finding,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G005,P04,positive,ADOPT.experience,True
claude:CAL-009-U01:S001,claude,CAL-R0002,CAL-009-U01,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,9,probability,CAL-009-P0009-B01,"The digital shekel system will operate as a financial system for immediate payments between end users 
(individuals, businesses, various organizations, and government agencies).",,SYS.design,decision,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G009,P04,positive,,False
claude:CAL-009-U01:S002,claude,CAL-R0002,CAL-009-U01,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,9,probability,CAL-009-P0009-B01,"According to the two-tier model, 
the Bank of Israel and intermediaries will be involved in providing the complete solution to end users.",,SYS.design,decision,neutral,not_applicable,3,text,unassigned,1.0,normalized_contains,quote,,,,,False
claude:CAL-009-U01:S003,claude,CAL-R0002,CAL-009-U01,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,9,probability,CAL-009-P0009-B01,"In the 
layer of intermediaries, a distinction will be made between two types of participants that require different 
functionality in implementing the solution: payment service providers (PSPs) and f unding institutions (FIs).",,KYC.INTERMED,decision,neutral,not_applicable,2,text,unassigned,0.989305,fuzzy_character,quote,,,,,False
claude:CAL-009-U01:S004,claude,CAL-R0002,CAL-009-U01,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,9,probability,CAL-009-P0009-B01,"Additionally, there may be additional advanced service providers (ASPs) that end users are not required to 
interact with, although they will be able to provide end users with additional services, including information 
services, conditional payments, or other innovative payment applications.",,PROG.generic,proposal,neutral,not_applicable,1,text,unassigned,1.0,normalized_contains,quote,,,,,False
claude:CAL-012-U01:S001,claude,CAL-R0002,CAL-012-U01,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,23,probability,CAL-012-P0023-B01,"the 
central bank will act as an intermediary between the two entities and will execute the debit 
operation from the FI's digital shekel wallet and, in parallel, the credit operation to the end user's 
digital shekel wallet.",,SYS.design,proposal,neutral,not_applicable,2,text,unassigned,0.535912,fuzzy_character,quote,,,,,False
claude:CAL-012-U01:S002,claude,CAL-R0002,CAL-012-U01,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,23,probability,CAL-012-P0023-B01,"Since the issuance of digital shekels is performed directly from the central 
bank to the end user's wallet, this situation deviates from the indirect distribution model 
mentioned in the previous section .",,SYS.design,finding,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G012,P01,positive,,False
claude:CAL-012-U01:S003,claude,CAL-R0002,CAL-012-U01,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,23,probability,CAL-012-P0023-B01,this configuration might raise privacy and AML compliance issues for the FI.,,PRIV.BAL,finding,conditional,from_intermediary,1,text,unassigned,0.984375,fuzzy_character,quote,,,,,False
claude:CAL-012-U01:S004,claude,CAL-R0002,CAL-012-U01,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,23,probability,CAL-012-P0023-B01,"It is possible that the generic solution presented above will enable conversions of low amounts, up to certain 
thresholds which will be determined on the basis of, among other things, issues related to AML/CFT.",,AML.LIMIT,proposal,neutral,not_applicable,2,text,assigned,1.0,fuzzy_character,quote,G012,P03,positive,,False
claude:CAL-012-U01:S005,claude,CAL-R0002,CAL-012-U01,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,23,probability,CAL-012-P0023-B01,"For 
higher amounts, the solution will be based on the two -step process outlined above, requiring deposit to or 
withdrawal from the end user's bank account.",,SYS.design,proposal,neutral,not_applicable,2,text,unassigned,1.0,normalized_contains,quote,,,,,False
claude:CAL-013-U01:S001,claude,CAL-R0003,CAL-013-U01,ID_Indonesia_2023a,5,probability,CAL-013-P0005-B01,"On the
first stage (immediate state), Bank Indonesia
develops wholesale Digital Rupiah (w-Digital
Rupiah) cash ledger (issuance, redemption, and
transference of funds use cases).",,SYS.design,decision,neutral,not_applicable,3,text,assigned,1.0,normalized_contains,quote,G013,P02,excluded,,False
claude:CAL-013-U01:S002,claude,CAL-R0003,CAL-013-U01,ID_Indonesia_2023a,5,probability,CAL-013-P0005-B01,"On the next
stage (intermediate state), Bank Indonesia will
expand the w-Digital Rupiah use cases to include
broader types of financial market transactions.",,SYS.design,proposal,neutral,not_applicable,2,text,unassigned,1.0,normalized_contains,quote,,,,,False
claude:CAL-013-U01:S003,claude,CAL-R0003,CAL-013-U01,ID_Indonesia_2023a,5,probability,CAL-013-P0005-B01,"Lastly, on the final stage (end state), Bank
Indonesia will pilot the integrated end-to-end
design of w-Digital Rupiah and retail Digital
Rupiah (r-Digital Rupiah).",,SYS.design,proposal,neutral,not_applicable,2,text,unassigned,0.746154,fuzzy_character,quote,,,,,False
claude:CAL-014-U01:S001,claude,CAL-R0003,CAL-014-U01,EU_ECB_ThirdProgress_2025,8,probability,CAL-014-P0008-B01,"In the kick-off session the ECB reiterated the
Eurosystem’s commitment to creating a digital euro that benefits the private sector – both PSPs and
merchants – while guaranteeing access and usability for all citizens.",,ACCESS.universal,decision,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G014,P03,positive,ADOPT.experience,False
claude:CAL-019-U01:S001,claude,CAL-R0004,CAL-019-U01,IN_RBI_ConceptNote_2022,45,probability,CAL-019-P0045-B01,"Under the intermediate 
model, commercial banks may be best placed 
to conduct AML/CFT checks and the 
responsibility for compliance with AML/CFT 
guidelines should rest with them.",,KYC.INTERMED,proposal,neutral,not_applicable,2,text,unassigned,0.37415,fuzzy_character,quote,,,,,False
claude:CAL-019-U01:S002,claude,CAL-R0004,CAL-019-U01,IN_RBI_ConceptNote_2022,45,probability,CAL-019-P0045-B01,"This arrangement means that the Bank 
would not hold granular personal data on any 
user, reducing the privacy concerns that could 
arise in connection with holding personal user 
data, but AML requirements could still be met by 
the CBDC system as a whole.",,PRIV.CB.visibility.opaque,proposal,increases,from_state,2,text,assigned,0.898551,fuzzy_character,quote,G019,P03,positive,,False
claude:CAL-019-U01:S003,claude,CAL-R0004,CAL-019-U01,IN_RBI_ConceptNote_2022,45,probability,CAL-019-P0045-B01,"The design of the CBDC should have 
the embedded mechanism for identifying and 
monitoring the transactions , as per the 
threshold limit as applicable in case of cash, to 
maintain the financial sector integrity.",,AML.MON,proposal,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G019,P05,positive,,False
claude:CAL-019-U01:S004,claude,CAL-R0004,CAL-019-U01,IN_RBI_ConceptNote_2022,45,probability,CAL-019-P0045-B01,"It needs to be ensured that the ultimate 
responsibility for Customer Due Di ligence 
(CDD) is clearly delineated in the framework.",,KYC.INTERMED,proposal,neutral,not_applicable,2,text,assigned,1.0,fuzzy_character,quote,G019,P04,positive,,False
claude:CAL-019-U01:S005,claude,CAL-R0004,CAL-019-U01,IN_RBI_ConceptNote_2022,45,probability,CAL-019-P0045-B01,"As 
discussed above, CBDC would need to be 
compliant with AML regulations, which rules out 
truly anonymous payments.",,PRIV.BAL,proposal,decreases,from_state,3,text,assigned,1.0,normalized_contains,quote,G019,P07,positive,,False
claude:CAL-019-U01:S006,claude,CAL-R0004,CAL-019-U01,IN_RBI_ConceptNote_2022,45,probability,CAL-019-P0045-B01,"Howev er, CBDC 
could be designed to protect privacy and give 
users control over who they share data with, 
even if CBDC payments are not truly 
anonymous (or secret).",,PRIV.ANON,proposal,conditional,from_state,2,text,unassigned,1.0,fuzzy_character,quote,,,,,False
claude:CAL-023-U01:S001,claude,CAL-R0004,CAL-023-U01,BS_Bahamas_SandDollar_2019,27,probability,CAL-023-P0027-B01,"While there is openness to greater use of digital payments services, 
there are existing pockets of reticence , linked mostly to the convenience of access or security 
concerns of using digital financial services.",,ADOPT.experience,finding,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G023,P01,positive,ADOPT.experience,True
claude:CAL-027-U01:S001,claude,CAL-R0005,CAL-027-U01,TR_Turkey_Digital_Turkish_Lira_First_Phase_Evaluation_Report,34,probability,CAL-027-P0034-B01,"The component called “wallet application” within the scope of Phase-1 is the whole of 
the mobile application, wallet, DID agent, and local database components.",,SYS.design,decision,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G027,P06,excluded,,False
claude:CAL-027-U01:S002,claude,CAL-R0005,CAL-027-U01,TR_Turkey_Digital_Turkish_Lira_First_Phase_Evaluation_Report,34,probability,CAL-027-P0034-B01,"In online payments, while ownership of the money can be proved through 
the wallet application, the money and ownership information are stored 
in the digital currency system. In offline payments, the money itself will be 
available on user-managed wallet devices.",,SYS.design,decision,neutral,not_applicable,2,text,unassigned,0.546296,fuzzy_character,quote,,,,,False
claude:CAL-027-U01:S003,claude,CAL-R0005,CAL-027-U01,TR_Turkey_Digital_Turkish_Lira_First_Phase_Evaluation_Report,34,probability,CAL-027-P0034-B01,"A user of the digital currency system must first have a DID value that 
identifies them.",,SYS.design,decision,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G027,P03,positive,,False
claude:CAL-027-U01:S004,claude,CAL-R0005,CAL-027-U01,TR_Turkey_Digital_Turkish_Lira_First_Phase_Evaluation_Report,34,probability,CAL-027-P0034-B01,"In transfer and payment transactions, money can be sent to the DID value 
of the counterparty or to the alias assigned to the DID value. At the same 
time, these transactions can also be executed with a QR code. The QR codes 
used in the system have been designed in compliance with the TR QR code 
standard.",,INTEROP.domestic,decision,neutral,not_applicable,2,text,assigned,1.0,normalized_equal,quote,G027,P04,positive,,False
claude:CAL-027-U01:S005,claude,CAL-R0005,CAL-027-U01,TR_Turkey_Digital_Turkish_Lira_First_Phase_Evaluation_Report,34,probability,CAL-027-P0034-B01,"The key pair consists of a private and a public key. The private key is used to 
prove the authorization for the created account. Therefore, the private key 
should be handled in such a way that it is not shared with anyone. The public 
key is used to verify that the data comes from the relevant user. The key pair 
is generated by the key management service that is one of the DID agent 
components on the user’s device.",,SYS.design,decision,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G027,P05,positive,,False
claude:CAL-029-U01:S001,claude,CAL-R0005,CAL-029-U01,CN_China_BIS_2022,117,probability,CAL-029-P0117-B01,"The BOK has been continuously expanding its professional workforce since 2017 and 
launched a dedicated CBDC unit in early 2020.",,INST.mandate,decision,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G029,P03,negative,,False
claude:CAL-029-U01:S002,claude,CAL-R0005,CAL-029-U01,CN_China_BIS_2022,117,probability,CAL-029-P0117-B01,"It has  researched on CBDC-related 
systems and run a proof of concept (PoC) test on the feasibility of DLT to serve as the 
technological foundation of CBDC.",,TECH.DLT,finding,neutral,not_applicable,2,text,unassigned,1.0,normalized_contains,quote,,,,,False
claude:CAL-029-U01:S003,claude,CAL-R0005,CAL-029-U01,CN_China_BIS_2022,117,probability,CAL-029-P0117-B01,"This experiment adopts and examines : (i) hybrid architecture ; and (ii) DLT -
method ledger management as a basic model, following recommendations of 
international organis ations such as the BIS and cases of central banks of major 
countries.",,SYS.design,decision,neutral,not_applicable,3,text,assigned,1.0,fuzzy_character,quote,G029,P05,excluded,,False
claude:CAL-029-U01:S004,claude,CAL-R0005,CAL-029-U01,CN_China_BIS_2022,117,probability,CAL-029-P0117-B01,"The first stage of the experiment, completed in December 2021, reviewed the technological feasibility 
of basic issuance, distribution, and redemption in a distributed ledger -based CBDC experiment  
environment.",,TECH.DLT,finding,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G029,P06,excluded,,False
claude:CAL-029-U01:S005,claude,CAL-R0005,CAL-029-U01,CN_China_BIS_2022,117,probability,CAL-029-P0117-B01,"In a hybrid architecture, the creation, issuance, and redemption of CBDC is performed by the central 
bank, while distribution is carried out jointly with private financial institutions.",,SYS.design,decision,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G029,P07,excluded,,False
claude:CAL-029-U01:S006,claude,CAL-R0005,CAL-029-U01,CN_China_BIS_2022,117,probability,CAL-029-P0117-B01,"A distributed ledger is 
used by a number of part icipating institutions (including the central bank) that  confirm changes in 
CBDC-related information through a predefined consensus algorithm, and then distribute them to 
the ledgers owned by each institution to record and manage.",,TECH.DLT,decision,neutral,not_applicable,2,text,unassigned,1.0,fuzzy_character,quote,,,,,False
claude:CAL-030-U01:S001,claude,CAL-R0005,CAL-030-U01,NZ_RBNZ_cbdc-insights-dossier-for-public-1,48,probability,CAL-030-P0048-B01,"RBNZ’s initial preference is to ensure that users have the right level of control over their own data whilst also not inhibiting innovation in the right places. Users should own their data and start opted out, with clear opt-in options supported by a consent framework similar to the future NZ Consumer Data Right framework.",,PRIV.MIN,proposal,increases,from_intermediary,2,text,assigned,1.0,normalized_contains,quote,G030,P05,positive,,False
claude:CAL-030-U01:S002,claude,CAL-R0005,CAL-030-U01,NZ_RBNZ_cbdc-insights-dossier-for-public-1,48,probability,CAL-030-P0048-B01,RBNZ’s initial preference is to ensure wide adoption of CBDC without inhibiting organic innovation opportunities. Users will be able to spend/transfer/receive CBDC using a payment method at the point of interaction that meets their needs,,ADOPT.experience,proposal,neutral,not_applicable,2,text,assigned,1.0,raw_contains,quote,G030,P02,positive,ADOPT.experience,True
claude:CAL-032-U01:S001,claude,CAL-R0006,CAL-032-U01,US_NYFed_CedarPhaseOne_2022,4,probability,CAL-032-P0004-B01,"Test results from the experiment revealed that the blockchain-enabled 
payments system settles transactions in fewer than ten seconds on average 
and that throughput across the system increases as additional currencies are 
included.",,TECH.DLT,finding,neutral,not_applicable,3,text,unassigned,0.0,none,,,,,,False
claude:CAL-032-U01:S002,claude,CAL-R0006,CAL-032-U01,US_NYFed_CedarPhaseOne_2022,4,probability,CAL-032-P0004-B01,"Phase I was a successful twelve-week undertaking demonstrating the viability 
of this technology to enable instant and atomic settlement in a simulated foreign 
exchange (FX) spot transaction between the New York Fed and counterparties 
across separate, homogeneous ledgers.",,INTEROP.crossborder,finding,neutral,not_applicable,3,text,unassigned,0.0,none,,,,,,False
claude:CAL-032-U01:S003,claude,CAL-R0006,CAL-032-U01,US_NYFed_CedarPhaseOne_2022,4,probability,CAL-032-P0004-B01,"Under simulated test scenarios based on market throughput estimates, FX spot 
trades were atomically settled in under ten seconds, validating the project 
objectives of enabling instant and atomic settlement using DLT",,TECH.DLT,finding,neutral,not_applicable,3,text,unassigned,0.0,none,,,,,,False
claude:CAL-032-U01:S004,claude,CAL-R0006,CAL-032-U01,US_NYFed_CedarPhaseOne_2022,4,probability,CAL-032-P0004-B01,"The Phase I prototype included design choices such 
as a permissioned blockchain network",,TECH.DLT,decision,neutral,not_applicable,2,text,unassigned,0.0,none,,,,,,False
claude:CAL-032-U01:S005,claude,CAL-R0006,CAL-032-U01,US_NYFed_CedarPhaseOne_2022,4,probability,CAL-032-P0004-B01,"an Unspent Transaction Output (UTXO) 
data model, and Rust as the primary programming language. Design choices 
made for Phase I will be tested against alternatives in future phases and do not 
represent conclusive design choices of the NYIC or of any future U.S. CBDC.",,TECH.TOKEN.considered,finding,neutral,not_applicable,2,text,unassigned,0.0,none,,,,,,False
claude:CAL-032-U01:S006,claude,CAL-R0006,CAL-032-U01,US_NYFed_CedarPhaseOne_2022,4,probability,CAL-032-P0004-B01,"Phase I of Project Cedar was 
designed around a multi-ledger construct in which each currency was 
maintained on a separate ledger, operated by its respective simulated central 
bank.",,SYS.design,decision,neutral,not_applicable,2,text,unassigned,0.0,none,,,,,,False
claude:CAL-032-U01:S007,claude,CAL-R0006,CAL-032-U01,US_NYFed_CedarPhaseOne_2022,4,probability,CAL-032-P0004-B01,"Based on this 
research, a future state solution should enable atomic settlement, access to a 
wider range of counterparties, and settlement taking place faster than T+2.",,SYS.design,proposal,neutral,not_applicable,2,text,unassigned,0.0,none,,,,,,False
claude:CAL-033-U01:S001,claude,CAL-R0006,CAL-033-U01,EU_ECB_2024,2,probability,CAL-033-P0002-B01,"The rulebook is essential to ensure that digital euro payments are accepted 
throughout the euro area, just like cash payments, and will work in a harmonised 
manner.",,CASH.relation,proposal,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G033,P05,excluded,,False
claude:CAL-033-U01:S002,claude,CAL-R0006,CAL-033-U01,EU_ECB_2024,2,probability,CAL-033-P0002-B01,"The draft digital euro rulebook will be sufficiently flexible to accommodate 
any future adjustments and will be updated in accordance with the outcome of the 
digital euro legislative process.",,LEGAL.basis,proposal,neutral,not_applicable,2,text,unassigned,0.574074,fuzzy_character,quote,,,,,False
claude:CAL-035-U01:S001,claude,CAL-R0006,CAL-035-U01,GH_Ghana_2021,25,probability,CAL-035-P0025-B01,BoG is the issuer of the eCedi,,INST.mandate,decision,neutral,not_applicable,3,text,assigned,1.0,normalized_contains,quote,G035,P01,positive,,False
claude:CAL-035-U01:S002,claude,CAL-R0006,CAL-035-U01,GH_Ghana_2021,25,probability,CAL-035-P0025-B01,Commercial banks are in charge of the distribution,,INST.mandate,decision,neutral,not_applicable,2,text,unassigned,1.0,raw_contains,quote,,,,,False
claude:CAL-035-U01:S003,claude,CAL-R0006,CAL-035-U01,GH_Ghana_2021,25,probability,CAL-035-P0025-B01,FinTechs are authorized to provide wallets/services,,INST.mandate,decision,neutral,not_applicable,2,text,unassigned,1.0,raw_contains,quote,,,,,False
claude:CAL-035-U01:S004,claude,CAL-R0006,CAL-035-U01,GH_Ghana_2021,25,probability,CAL-035-P0025-B01,Tranparency to mitigate money laundering in eCedi,,PRIV.CB.visibility.transparent,decision,decreases,from_state,2,text,unassigned,1.0,raw_contains,quote,,,,,False
claude:CAL-035-U01:S005,claude,CAL-R0006,CAL-035-U01,GH_Ghana_2021,25,probability,CAL-035-P0025-B01,Holistic monitoring of the ecosystem,,AML.MON,decision,neutral,not_applicable,2,text,unassigned,1.0,raw_contains,quote,,,,,False
claude:CAL-035-U01:S006,claude,CAL-R0006,CAL-035-U01,GH_Ghana_2021,25,probability,CAL-035-P0025-B01,"Accessible to anyone, trusted by anyone",,ACCESS.universal,decision,neutral,not_applicable,2,text,assigned,1.0,raw_contains,quote,G035,P05,positive,,False
claude:CAL-035-U01:S007,claude,CAL-R0006,CAL-035-U01,GH_Ghana_2021,25,probability,CAL-035-P0025-B01,"Legal tender – accepted and used for all  
payment scenarios",,LEGAL.basis,decision,neutral,not_applicable,3,text,unassigned,1.0,normalized_contains,quote,,,,,False
claude:CAL-035-U01:S008,claude,CAL-R0006,CAL-035-U01,GH_Ghana_2021,25,probability,CAL-035-P0025-B01,Works effectively both online and offline,,ACCESS.universal,decision,neutral,not_applicable,2,text,unassigned,1.0,raw_contains,quote,,,,,False
claude:CAL-035-U01:S009,claude,CAL-R0006,CAL-035-U01,GH_Ghana_2021,25,probability,CAL-035-P0025-B01,Cost efficient to consumers and merchants,,ADOPT.experience,decision,neutral,not_applicable,2,text,unassigned,1.0,raw_contains,quote,,,,,False
claude:CAL-035-U01:S010,claude,CAL-R0006,CAL-035-U01,GH_Ghana_2021,25,probability,CAL-035-P0025-B01,"Interoperability with existing payment  
infrastructure on the Ghanaian market",,INTEROP.domestic,decision,neutral,not_applicable,3,text,assigned,1.0,normalized_contains,quote,G035,P02,positive,,False
claude:CAL-035-U01:S011,claude,CAL-R0006,CAL-035-U01,GH_Ghana_2021,25,probability,CAL-035-P0025-B01,Potential for the programmable payments,,PROG.generic,proposal,neutral,not_applicable,1,text,unassigned,1.0,raw_contains,quote,,,,,False
claude:CAL-035-U01:S012,claude,CAL-R0006,CAL-035-U01,GH_Ghana_2021,25,probability,CAL-035-P0025-B01,Potential for cross border payments,,INTEROP.crossborder,proposal,neutral,not_applicable,1,text,unassigned,1.0,raw_contains,quote,,,,,False
claude:CAL-035-U01:S013,claude,CAL-R0006,CAL-035-U01,GH_Ghana_2021,25,probability,CAL-035-P0025-B01,Highest security requirements,,OPS.resilience,decision,neutral,not_applicable,2,text,unassigned,1.0,raw_contains,quote,,,,,False
claude:CAL-035-U01:S014,claude,CAL-R0006,CAL-035-U01,GH_Ghana_2021,25,probability,CAL-035-P0025-B01,Supports high transaction volumes,,SYS.design,decision,neutral,not_applicable,2,text,unassigned,1.0,raw_contains,quote,,,,,False
claude:CAL-035-U01:S015,claude,CAL-R0006,CAL-035-U01,GH_Ghana_2021,25,probability,CAL-035-P0025-B01,Strong resilience and availability,,OPS.resilience,decision,neutral,not_applicable,2,text,unassigned,1.0,raw_contains,quote,,,,,False
claude:CAL-035-U01:S016,claude,CAL-R0006,CAL-035-U01,GH_Ghana_2021,25,probability,CAL-035-P0025-B01,Payments are instant,,SYS.design,decision,neutral,not_applicable,2,text,unassigned,0.0,none,,,,,,False
claude:CAL-035-U01:S017,claude,CAL-R0006,CAL-035-U01,GH_Ghana_2021,25,probability,CAL-035-P0025-B01,"Foremost, the eCedi has to be under full control of 
BoG, being the only entity to create and destroy 
digital cash.",,INST.mandate,decision,neutral,not_applicable,3,text,assigned,1.0,normalized_contains,quote,G035,P03,positive,,False
claude:CAL-035-U01:S018,claude,CAL-R0006,CAL-035-U01,GH_Ghana_2021,25,probability,CAL-035-P0025-B01,"One of the eCedi’s 
technical solutions addressing cyber-attack 
prevention is the separation of the issuance and 
distribution modules of the core infrastructure.",,OPS.resilience,decision,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G035,P04,positive,,False
claude:CAL-035-U01:S019,claude,CAL-R0006,CAL-035-U01,GH_Ghana_2021,25,probability,CAL-035-P0025-B01,"it is obvious that the eCedi 
must be a close resemblance of cash in addition 
to having the capability for online transactions 
among other similar features.",,CASH.relation,decision,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G035,P08,positive,,False
claude:CAL-036-U01:S001,claude,CAL-R0006,CAL-036-U01,CN_China_BIS_2022,101,probability,CAL-036-P0101-B01,"Bank Indonesia plans to issue CBDC 
as a response to three key drivers: first, “to emphasise BI’s role as the country’s sole 
authority for currency issuance, including in digital form, to maintain monetary 
sovereignty”",,LEGAL.basis,decision,neutral,not_applicable,3,text,unassigned,0.573864,fuzzy_character,quote,,,,,False
claude:CAL-036-U01:S002,claude,CAL-R0006,CAL-036-U01,CN_China_BIS_2022,101,probability,CAL-036-P0101-B01,"Bank Indonesia  has 
formulated the main goal of CBDC in Indonesia, which is to provide a legal digital 
payment instrument in the Republic of Indonesia to support the performance  of the 
central bank’s duties, as well as supporting financial system stability and integration 
of the digital economy and  financial system",,LEGAL.basis,decision,neutral,not_applicable,3,text,assigned,1.0,normalized_contains,quote,G036,P03,excluded,,False
