candidate_id,allocation,overlap,allocation_stratum,origin_type,doc_id,page,language,context_unit_id,alternate_context_unit_id,openai_statement_ids,claude_statement_ids,openai_codes,claude_codes,openai_odr,claude_odr,match_score,match_method,candidate_span_sha256
PC-03124,Dominik,False,en|both,both,IL_BoI_2024,120,en,PRD-0038-P0120-U01,,openai:PRD-0038-P0120-U01:S005,claude:PRD-0038-P0120-U01:S005,KYC.INTERMED,KYC.INTERMED,proposal,decision,1.0,raw_equal,33d0c087cb70fca498899316fb2237a765db17bb00e56946e5b650b1372710e1
PC-03125,both,True,en|both,both,IL_BoI_2024,120,en,PRD-0038-P0120-U01,PRD-0038-P0120-U01,openai:PRD-0038-P0120-U01:S003,claude:PRD-0038-P0120-U01:S003,AML.MON,AML.MON,proposal,decision,1.0,raw_contains,da1fd8bd5652bc8d3c9aa54f70902c98263a354aca18d3c188164e4c67821968
PC-03126,Martin,False,en|claude_only,claude_only,IL_BoI_2024,120,en,PRD-0038-P0120-U01,,,claude:PRD-0038-P0120-U01:S001,,KYC.INTERMED,,decision,,,fe039d25357f8cb28b288c593d4c289a4b8cc47d839a00b1eeb07ea0e30c6568
PC-03127,Dominik,False,en|both,both,IL_BoI_2024,120,en,PRD-0038-P0120-U01,PRD-0038-P0120-U01,openai:PRD-0038-P0120-U01:S002,claude:PRD-0038-P0120-U01:S004,AML.MON,PRIV.PET,proposal,decision,1.0,raw_equal,e53f24bf19488f971ff9f4085c06dcc1b9a23cfd47cf18ee614d1a8e8018cefe
PC-03128,Martin,False,en|claude_only,claude_only,IL_BoI_2024,121,en,PRD-0038-P0121-U01,,,claude:PRD-0038-P0121-U01:S002,,AML.FATF,,decision,,,89684bf5a7f5646413d2418cfd71ad5df169c21711c20fa6107000a584d68212
PC-03129,Dominik,False,en|both,both,IL_BoI_2024,121,en,PRD-0038-P0121-U01,,openai:PRD-0038-P0121-U01:S002,claude:PRD-0038-P0121-U01:S003,AML.FATF,AML.FATF,proposal,decision,1.0,raw_equal,4046d043201960261667a42c3274cef7f52e50ff2940b66eeeba545be1cc4297
PC-03130,Dominik,False,en|both,both,IL_BoI_2024,121,en,PRD-0038-P0121-U01,,openai:PRD-0038-P0121-U01:S001,claude:PRD-0038-P0121-U01:S001,AML.LIMIT,AML.LIMIT,proposal,proposal,1.0,raw_equal,c06bd99bd02bec310d3280f4048e2dd431307df922c2d0eff8af2e967304425a
PC-03131,Martin,False,en|claude_only,claude_only,IL_BoI_2024,122,en,PRD-0038-P0122-U01,,,claude:PRD-0038-P0122-U01:S001,,OPS.resilience,,decision,,,ef8273d849b0e27afd76be3bd07f12b4703450bb546f350ebd8ec58c46d6a1bc
PC-03132,Dominik,False,en|both,both,IL_BoI_2024,122,en,PRD-0038-P0122-U01,,openai:PRD-0038-P0122-U01:S003,claude:PRD-0038-P0122-U01:S003,INST.mandate,OPS.resilience,proposal,decision,1.0,raw_equal,11127ba5484bf8fbeb14ba9ad0293614e982a0fd03a747b24af95d19e597510d
PC-03133,Martin,False,en|both,both,IL_BoI_2024,122,en,PRD-0038-P0122-U01,PRD-0038-P0122-U01,openai:PRD-0038-P0122-U01:S001,claude:PRD-0038-P0122-U01:S004,INST.mandate,OPS.resilience,proposal,decision,1.0,raw_equal,0c6ca53e196d2f3daaa4fd843eec8564c936613a9808ed893bbe163a2710fa0e
PC-03134,Martin,False,en|both,both,IL_BoI_2024,122,en,PRD-0038-P0122-U01,PRD-0038-P0122-U01,openai:PRD-0038-P0122-U01:S002,claude:PRD-0038-P0122-U01:S002,OPS.resilience,OPS.resilience,proposal,decision,1.0,raw_equal,0c6ca53e196d2f3daaa4fd843eec8564c936613a9808ed893bbe163a2710fa0e
PC-03135,both,True,en|both,both,IL_BoI_2024,123,en,PRD-0038-P0123-U01,PRD-0038-P0123-U01,openai:PRD-0038-P0123-U01:S003,claude:PRD-0038-P0123-U01:S002,OPS.resilience,OPS.resilience,proposal,decision,1.0,raw_equal,d407fa56cf0b26d0b238125cbf5be68f33cd619f9916bed13c63d434f2c17612
PC-03136,Dominik,False,en|both,both,IL_BoI_2024,123,en,PRD-0038-P0123-U01,,openai:PRD-0038-P0123-U01:S001,claude:PRD-0038-P0123-U01:S001,OPS.resilience,OPS.resilience,proposal,decision,1.0,raw_equal,6f10856a9174f4422f67294a62ebd5e73f936240cc298dfaf7a6a61cb9582460
PC-03137,Martin,False,en|both,both,IL_BoI_2024,123,en,PRD-0038-P0123-U01,PRD-0038-P0123-U01,openai:PRD-0038-P0123-U01:S002,claude:PRD-0038-P0123-U01:S003,OPS.resilience,OPS.resilience,proposal,decision,1.0,raw_equal,b9515b6d937d6a07d5c5c13a3c464f653d4e11b03391befa9344dac493159117
PC-03138,both,True,en|both,both,IL_BoI_2024,124,en,PRD-0038-P0124-U01,PRD-0038-P0124-U01,openai:PRD-0038-P0124-U01:S001,claude:PRD-0038-P0124-U01:S001,AML.LIMIT,STAB.disintermediation,proposal,proposal,1.0,normalized_container,6df39f308eb274cf454b740b92e9f2bceb63806531fe57f81025d61957f9d1c0
PC-03139,Dominik,False,en|both,both,IL_BoI_2024,124,en,PRD-0038-P0124-U01,,openai:PRD-0038-P0124-U01:S003,claude:PRD-0038-P0124-U01:S003,STAB.disintermediation,STAB.disintermediation,proposal,finding,1.0,raw_equal,a12dad953f8f727f42c379435451f708fbc2890087b9f2744c61e6b5372826ec
PC-03140,Dominik,False,en|both,both,IL_BoI_2024,124,en,PRD-0038-P0124-U01,,openai:PRD-0038-P0124-U01:S002,claude:PRD-0038-P0124-U01:S002,ADOPT.experience,STAB.disintermediation,finding,finding,1.0,raw_equal,f320d5e7a68592408be46f77f7b398d7746c87177d349cc46d609e09d9c74841
PC-03141,Martin,False,en|both,both,IL_BoI_2024,125,en,PRD-0038-P0125-U01,PRD-0038-P0125-U01,openai:PRD-0038-P0125-U01:S001,claude:PRD-0038-P0125-U01:S002,STAB.disintermediation,AML.LIMIT,proposal,proposal,1.0,raw_equal,14a37ba41a072ea67bf7d40941600694c606fc850d274aec9d85d4c254094324
PC-03142,Dominik,False,en|both,both,IL_BoI_2024,125,en,PRD-0038-P0125-U01,PRD-0038-P0125-U01,openai:PRD-0038-P0125-U01:S002,claude:PRD-0038-P0125-U01:S001,STAB.disintermediation,AML.LIMIT,proposal,proposal,1.0,raw_equal,9e6c58fe8838526c0a0c45ed320b00809cb4a9cb5dd11e317d5a487304df4868
PC-03143,both,True,en|claude_only,claude_only,IL_BoI_2024,126,en,PRD-0038-P0126-U01,,,claude:PRD-0038-P0126-U01:S006,,AML.LIMIT,,finding,,,1bc5e98448b94f6c9a47c4461941e916fbdb8cb0fd510df552ed2d6c08a59ce4
PC-03144,Dominik,False,en|claude_only,claude_only,IL_BoI_2024,126,en,PRD-0038-P0126-U01,,,claude:PRD-0038-P0126-U01:S003,,AML.LIMIT,,proposal,,,ccb9cd6bf37d257f659d373e2953b3931a10a750ef6fd8b02f62a54ae25aab74
PC-03145,both,True,en|claude_only,claude_only,IL_BoI_2024,126,en,PRD-0038-P0126-U01,,,claude:PRD-0038-P0126-U01:S004,,AML.LIMIT,,proposal,,,f73b6c80c799213181e305254b60814a1a6eb487e91ce6e92161400f6f02bfef
PC-03146,both,True,en|claude_only,claude_only,IL_BoI_2024,126,en,PRD-0038-P0126-U01,,,claude:PRD-0038-P0126-U01:S005,,PRIV.CB.visibility.opaque,,proposal,,,01f00d1565e36c7d035c5f7e19b483698b21814d94b5cf4412625f59575d9728
PC-03147,Dominik,False,en|both,both,IL_BoI_2024,126,en,PRD-0038-P0126-U01,PRD-0038-P0126-U01,openai:PRD-0038-P0126-U01:S001,claude:PRD-0038-P0126-U01:S007,AML.LIMIT,AML.LIMIT,decision,proposal,1.0,raw_equal,714c8ab1869108361247401da7523d9a06b3da114d3b175f51a40c24c1cb9ac6
PC-03148,Martin,False,en|claude_only,claude_only,IL_BoI_2024,126,en,PRD-0038-P0126-U01,,,claude:PRD-0038-P0126-U01:S002,,AML.LIMIT,,proposal,,,5e4031350aab91c4806eb6645776b0e5fa2ae1de8fa175078b03b53ecebdc8b8
PC-03149,both,True,en|claude_only,claude_only,IL_BoI_2024,126,en,PRD-0038-P0126-U01,,,claude:PRD-0038-P0126-U01:S001,,AML.LIMIT,,proposal,,,50d6e4d6e4d47d825289ec56735d616cdb358cf7ba06234a1df3562a6d162cd7
PC-03150,Dominik,False,en|claude_only,claude_only,IL_BoI_2024,127,en,PRD-0038-P0127-U01,,,claude:PRD-0038-P0127-U01:S001,,AML.LIMIT,,finding,,,6efa6c42039e88eda59c8a1d2ec4a07a27f6bf9d063f5b748f53511aae26a2a1
PC-03151,Dominik,False,en|both,both,IL_BoI_2024,127,en,PRD-0038-P0127-U01,PRD-0038-P0127-U01,openai:PRD-0038-P0127-U01:S001,claude:PRD-0038-P0127-U01:S003,AML.LIMIT,AML.LIMIT,proposal,finding,1.0,raw_equal,e07c5f8fca98a7ce28ca2aab02507445b12a8fb9dcb68145a66a62a7a3ed5ff4
PC-03152,Dominik,False,en|claude_only,claude_only,IL_BoI_2024,127,en,PRD-0038-P0127-U01,,,claude:PRD-0038-P0127-U01:S002,,AML.LIMIT,,decision,,,b4d48a579709f7ea42ee938772c105a3caa3b37877105ac57e128d0c96f2718d
PC-03153,Martin,False,en|both,both,IL_BoI_2024,128,en,PRD-0038-P0128-U01,,openai:PRD-0038-P0128-U01:S002,claude:PRD-0038-P0128-U01:S002,PROG.remuneration_considered,PROG.remuneration_considered,proposal,proposal,1.0,raw_equal,ea044b46afaa9334e9a845e2e1733106b9673fa9d807b965d600950a409baf72
PC-03154,Dominik,False,en|both,both,IL_BoI_2024,128,en,PRD-0038-P0128-U01,,openai:PRD-0038-P0128-U01:S001,claude:PRD-0038-P0128-U01:S001,PROG.remuneration_considered,PROG.remuneration_considered,decision,decision,1.0,raw_equal,5e85df22b470ade3128508d5b5587c98467f5989e79639c56e394980c8eea17e
PC-03155,Martin,False,en|claude_only,claude_only,IL_BoI_2024,129,en,PRD-0038-P0129-U01,,,claude:PRD-0038-P0129-U01:S001,,PROG.remuneration_considered,,proposal,,,c4a97e5dfe5f6ab4be7327a578e522a6f7582ac1c3b1fa95d009bb63236b305a
PC-03156,Dominik,False,en|both,both,IL_BoI_2024,130,en,PRD-0038-P0130-U01,PRD-0038-P0130-U01,openai:PRD-0038-P0130-U01:S003,claude:PRD-0038-P0130-U01:S003,ACCESS.universal,ACCESS.universal,decision,decision,1.0,normalized_container,01dc098dafb0cc95c65b2e5c30af56536e2f113d0666ffb6d3c94e9d070dd587
PC-03157,Dominik,False,en|openai_only,openai_only,IL_BoI_2024,130,en,PRD-0038-P0130-U01,,openai:PRD-0038-P0130-U01:S005,,SYS.design,,decision,,,,cb8cc191c4218e40f9b5c684638f069e29ee7ceeb6463ed8dc64ff844fefbd4a
PC-03158,Dominik,False,en|openai_only,openai_only,IL_BoI_2024,130,en,PRD-0038-P0130-U01,,openai:PRD-0038-P0130-U01:S004,,PRIV.CB.visibility.opaque,,decision,,,,fb7aaabd07855e5a7f8259a5e39c808e7cec69ba31c9f005a665773e6c8601f9
PC-03159,Dominik,False,en|both,both,IL_BoI_2024,130,en,PRD-0038-P0130-U01,PRD-0038-P0130-U01,openai:PRD-0038-P0130-U01:S002,claude:PRD-0038-P0130-U01:S001,ADOPT.experience,PROG.remuneration_considered,proposal,proposal,1.0,raw_equal,ab436cc13310a5a05f033eedfa3c4772877312c56a02264121fbfd8b64b6b61b
PC-03160,Dominik,False,en|both,both,IL_BoI_2024,130,en,PRD-0038-P0130-U01,PRD-0038-P0130-U01,openai:PRD-0038-P0130-U01:S001,claude:PRD-0038-P0130-U01:S002,STAB.disintermediation,PRIV.CB.visibility.opaque,proposal,decision,1.0,raw_equal,fb7aaabd07855e5a7f8259a5e39c808e7cec69ba31c9f005a665773e6c8601f9
PC-03161,Martin,False,en|claude_only,claude_only,IL_BoI_2024,131,en,PRD-0038-P0131-U01,,,claude:PRD-0038-P0131-U01:S004,,PROG.remuneration_considered,,proposal,,,4e7479feb8f55868fa3f6bb360f2c8d95ff91299c81432e6d8c4dbb1e9b87f74
PC-03162,both,True,en|both,both,IL_BoI_2024,131,en,PRD-0038-P0131-U01,PRD-0038-P0131-U01,openai:PRD-0038-P0131-U01:S003,claude:PRD-0038-P0131-U01:S001,PROG.remuneration_considered,PROG.remuneration_considered,decision,proposal,1.0,raw_equal,57251c6b0950ee956e1947984b8faf8ce4a5532aadbe864819f3fed8fd82b686
PC-03163,Dominik,False,en|both,both,IL_BoI_2024,131,en,PRD-0038-P0131-U01,,openai:PRD-0038-P0131-U01:S002,claude:PRD-0038-P0131-U01:S003,AML.LIMIT,AML.LIMIT,decision,proposal,1.0,raw_equal,4ac2caf2cc4527106c19800eecc74bbecc1006d4c8da6431320c3bc2c8f075ed
PC-03164,Dominik,False,en|claude_only,claude_only,IL_BoI_2024,131,en,PRD-0038-P0131-U01,,,claude:PRD-0038-P0131-U01:S002,,PRIV.CB.visibility.opaque,,proposal,,,69169f88c6be5190ba58019599bbec60427464846d63dd2e1c50b7d40ad80d15
PC-03165,Dominik,False,en|both,both,IL_BoI_2024,131,en,PRD-0038-P0131-U01,PRD-0038-P0131-U01,openai:PRD-0038-P0131-U01:S001,claude:PRD-0038-P0131-U01:S005,PRIV.CB.visibility.opaque,INST.mandate,decision,proposal,1.0,raw_equal,efcda00d085618ed45ef43af3b9f451a67322e535b423388da3e402f5f12a800
PC-03166,Dominik,False,en|openai_only,openai_only,IL_BoI_2024,132,en,PRD-0038-P0132-U01,,openai:PRD-0038-P0132-U01:S001,,LEGAL.basis,,proposal,,,,27af044d19490c8d4aec7391c1b6c91a17fe1a54bddc55666030d9d2747de954
PC-03167,Dominik,False,en|openai_only,openai_only,IL_BoI_2024,134,en,PRD-0038-P0134-U01,,openai:PRD-0038-P0134-U01:S001,,LEGAL.basis,,proposal,,,,92fabed15f7b7230f1d112469872735377cce3cb997b47426fe2b84e771c9ece
PC-03168,Martin,False,en|claude_only,claude_only,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,4,en,PRD-0039-P0004-U01,,,claude:PRD-0039-P0004-U01:S003,,SYS.design,,decision,,,eaf937765ca2fa0bde2adbf10ff592206ba88f87b8796f06e53bb71557c79807
PC-03169,both,True,en|claude_only,claude_only,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,4,en,PRD-0039-P0004-U01,,,claude:PRD-0039-P0004-U01:S002,,KYC.INTERMED,,decision,,,44abf824d0123a67f285edc7f9dcdba0f803f3771f58dd8ccdd51cf365d41e94
PC-03170,Martin,False,en|claude_only,claude_only,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,4,en,PRD-0039-P0004-U01,,,claude:PRD-0039-P0004-U01:S001,,SYS.design,,decision,,,693dcd5f03dcec61204dacd49b35709f292c9fa273a6c50a748fb7b0dff3fbbb
PC-03171,Martin,False,en|claude_only,claude_only,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,5,en,PRD-0039-P0005-U01,,,claude:PRD-0039-P0005-U01:S001,,KYC.INTERMED,,decision,,,b3033d792a0d5084fdd899b8cfce346b2f7f42ba7310a9a3f1e30b352fca90fb
PC-03172,Martin,False,en|claude_only,claude_only,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,5,en,PRD-0039-P0005-U01,,,claude:PRD-0039-P0005-U01:S002,,SYS.design,,decision,,,b3c019971f38ce7336c721b6ab2688c70c456b24246ada150e8b06f7ff4169cb
PC-03173,both,True,en|claude_only,claude_only,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,6,en,PRD-0039-P0006-U01,,,claude:PRD-0039-P0006-U01:S001,,AML.LIMIT,,decision,,,ca7afae84b9b798b99ee485def573a2a46fdfccf079467faab4b81bd70d3eb45
PC-03174,Martin,False,en|claude_only,claude_only,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,6,en,PRD-0039-P0006-U01,,,claude:PRD-0039-P0006-U01:S003,,PROG.generic,,decision,,,50537cb0c68439aafb33d1972e5527a55fed97810cfa50c2219273e2e357c027
PC-03175,Dominik,False,en|claude_only,claude_only,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,6,en,PRD-0039-P0006-U01,,,claude:PRD-0039-P0006-U01:S002,,AML.LIMIT,,decision,,,c107a90596ab620cf01b329fc8bda8201e8f73bb828829f18f518d2ad4db46fe
PC-03176,Dominik,False,en|claude_only,claude_only,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,7,en,PRD-0039-P0007-U01,,,claude:PRD-0039-P0007-U01:S001,,SYS.design,,proposal,,,44de269efcaac0f21914effc5b04238863fd0eb4ffb78fbaa29443de3777e613
PC-03177,Martin,False,en|claude_only,claude_only,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,7,en,PRD-0039-P0007-U01,,,claude:PRD-0039-P0007-U01:S005,,SYS.design,,proposal,,,2f98c4e9e9505d760e7a01bb8cfb8dad094f67969f8c54afb45cb057d2a270f7
PC-03178,both,True,en|both,both,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,7,en,PRD-0039-P0007-U01,PRD-0039-P0007-U01,openai:PRD-0039-P0007-U01:S002,claude:PRD-0039-P0007-U01:S004,SYS.design,SYS.design,proposal,proposal,1.0,raw_equal,98fdeff813a825d8eadfbda9700305a6cc6d5b8f66746ef9320418c70905b0a3
PC-03179,Dominik,False,en|claude_only,claude_only,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,7,en,PRD-0039-P0007-U01,,,claude:PRD-0039-P0007-U01:S002,,SYS.design,,decision,,,314451351e4367c22aae563b7583e11c978ebd63a1c85fc243703f2c8b54cc0d
PC-03180,Martin,False,en|claude_only,claude_only,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,7,en,PRD-0039-P0007-U01,,,claude:PRD-0039-P0007-U01:S006,,TECH.DLT,,finding,,,bf724ff794bb0fe81817b8e10ced47025109db74f33556ef149d90179c71e7ce
PC-03181,both,True,en|both,both,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,7,en,PRD-0039-P0007-U01,PRD-0039-P0007-U01,openai:PRD-0039-P0007-U01:S001,claude:PRD-0039-P0007-U01:S003,SYS.design,SYS.design,proposal,decision,1.0,raw_equal,d8e6b7db90d0f8bc5c5b7e436606fdbdf7843dafd7ba7f2d74820631a16d5a66
PC-03182,Martin,False,en|both,both,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,8,en,PRD-0039-P0008-U01,PRD-0039-P0008-U01,openai:PRD-0039-P0008-U01:S008,claude:PRD-0039-P0008-U01:S001,PRIV.CB.visibility.opaque,SYS.design,decision,decision,1.0,raw_equal,ae2b1e3fb0eb88024e7ba2bb012eb4259f571c4bf4a2eefe621260e780d80bff
PC-03183,Martin,False,en|both,both,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,8,en,PRD-0039-P0008-U01,PRD-0039-P0008-U01,openai:PRD-0039-P0008-U01:S007,claude:PRD-0039-P0008-U01:S004,OPS.resilience,SYS.design,decision,decision,1.0,raw_equal,ac89e9e868953b50e15233356d147bbfb37ab0ca1b3f82cb855009aec710f5e5
PC-03184,both,True,en|both,both,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,8,en,PRD-0039-P0008-U01,,openai:PRD-0039-P0008-U01:S006,claude:PRD-0039-P0008-U01:S006,PROG.remuneration_considered,PROG.remuneration_considered,decision,decision,1.0,raw_equal,9cd89518b2ef4939713e7dec49e95f9e48e793edb8811faca5faee9673a3a007
PC-03185,both,True,en|both,both,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,8,en,PRD-0039-P0008-U01,,openai:PRD-0039-P0008-U01:S005,claude:PRD-0039-P0008-U01:S005,AML.LIMIT,AML.LIMIT,decision,decision,1.0,raw_equal,9ec229fd3cf625fa7a4858d75c592f4d1911466ab7b3c16d450d7a3dfaf207be
PC-03186,Dominik,False,en|both,both,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,8,en,PRD-0039-P0008-U01,PRD-0039-P0008-U01,openai:PRD-0039-P0008-U01:S001,claude:PRD-0039-P0008-U01:S003,SYS.design,SYS.design,decision,decision,1.0,raw_equal,a5500f415813cd946c2eba915c9cb569ddbbf017f702d0830061d2333146b7a6
PC-03187,both,True,en|both,both,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,8,en,PRD-0039-P0008-U01,,openai:PRD-0039-P0008-U01:S002,claude:PRD-0039-P0008-U01:S002,OPS.resilience,SYS.design,decision,decision,1.0,raw_equal,3c034d98fff8db050bc6a021fecd6ef9719455a43bf3c455c47c141f646e180b
PC-03188,Martin,False,en|both,both,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,8,en,PRD-0039-P0008-U01,PRD-0039-P0008-U01,openai:PRD-0039-P0008-U01:S003,claude:PRD-0039-P0008-U01:S008,SYS.design,PRIV.CB.visibility.opaque,decision,decision,1.0,raw_equal,545bc46e10fcc9cbbb6db1368a1e52261c9a2f5e17c971650ddb323c77453aa2
PC-03189,Dominik,False,en|both,both,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,8,en,PRD-0039-P0008-U01,PRD-0039-P0008-U01,openai:PRD-0039-P0008-U01:S009,claude:PRD-0039-P0008-U01:S007,PRIV.ANON,ACCESS.universal,decision,decision,1.0,raw_equal,d4bf6abd019954fcf883f831042fe70591b82771f3ea8281817a4c8c959419e7
PC-03190,Dominik,False,en|both,both,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,8,en,PRD-0039-P0008-U01,PRD-0039-P0008-U01,openai:PRD-0039-P0008-U01:S004,claude:PRD-0039-P0008-U01:S009,SYS.design,PRIV.ANON,decision,decision,1.0,raw_equal,b4c2beb4c321b9f5f534f5a7b4ae13b3fe228bc50e9c30a7ad925ea2d288ec1e
PC-03191,Dominik,False,en|claude_only,claude_only,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,9,en,PRD-0039-P0009-U01,,,claude:PRD-0039-P0009-U01:S001,,SYS.design,,decision,,,cb7c4309bed57c1e6bd9e9618f21250c5e04a48b022ec0e6f361c8c1a2db7684
PC-03192,Dominik,False,en|both,both,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,9,en,PRD-0039-P0009-U01,PRD-0039-P0009-U01,openai:PRD-0039-P0009-U01:S001,claude:PRD-0039-P0009-U01:S003,SYS.design,PROG.generic,decision,proposal,1.0,raw_equal,9c7af3216fa96fa7c5a4d4866d7f48c4c090e694f8ae299c63d605c2a93ed841
PC-03193,Dominik,False,en|claude_only,claude_only,IL_Israel_#U05d0#U05e8#U05db#U05d9#U05d8#U05e7#U05d8#U05d5#U05e8#U05d4-#U05dc#U05d5#U05d2#U05d9#U05ea-#U05d0#U05e0#U05d2#U05dc#U05d9#U05ea.pdf,9,en,PRD-0039-P0009-U01,,,claude:PRD-0039-P0009-U01:S002,,KYC.INTERMED,,decision,,,e01e43df295b3f917e167ee75b891c61fbe636a32933b0a19fcfcd7efb3b23f9
